Kinase	Score	Rank	Method	Perc	Qrt	hgnc_symbol	group	KinaseFamily	subfamily
CAMK1	0.059866666666666665	83	KEA3	0.7542857142857143	1	CAMK1	CAMK	CAMK1	NA
CAMK1D	1	261	KEA3	0	4	CAMK1D	CAMK	CAMK1	NA
CAMK2A	0.18200001163333335	128	KEA3	0.6257142857142857	2	CAMK2A	CAMK	CAMK2	NA
CAMK2B	0.500148	171	KEA3	0.5	2	CAMK2B	CAMK	CAMK2	NA
CAMK2D	0.6666669783333333	217	KEA3	0.36	3	CAMK2D	CAMK	CAMK2	NA
CAMK2G	1.32e-6	1	KEA3	1	1	CAMK2G	CAMK	CAMK2	NA
CAMK4	0.4197133333333333	155	KEA3	0.5485714285714286	2	CAMK4	CAMK	CAMK1	NA
CAMKK1	0.666805	239	KEA3	0.29428571428571426	3	CAMKK1	OTHER	CAMKK	META
CAMKK2	0.5004885	180	KEA3	0.4714285714285714	3	CAMKK2	OTHER	CAMKK	META
CDC42BPA	1	261	KEA3	0	4	CDC42BPA	AGC	DMPK	GEK
CDC7	0.5314	204	KEA3	0.39714285714285713	3	CDC7	OTHER	CDC7	NA
CDK1	2.00223e-4	13	KEA3	0.9657142857142857	1	CDK1	CMGC	CDK	CDC2
CDK11A	1	261	KEA3	0	4	CDK11A	NA	NA	NA
CDK12	1	261	KEA3	0	4	CDK12	CMGC	CDK	CRK7
CDK15	1	261	KEA3	0	4	CDK15	CMGC	CDK	PFTAIRE
CDK16	0.368	151	KEA3	0.56	2	CDK16	CMGC	CDK	PCTAIRE
CDK18	1	261	KEA3	0	4	CDK18	CMGC	CDK	PCTAIRE
CDK19	0.00675	43	KEA3	0.88	1	CDK19	CMGC	CDK	CDK8
CDK2	9.525333333333334e-5	9	KEA3	0.9771428571428571	1	CDK2	CMGC	CDK	CDC2
CDK20	0.0874	98	KEA3	0.7114285714285714	2	CDK20	CMGC	CDK	CCRK
CDK3	0.08234666666666667	92	KEA3	0.7285714285714285	2	CDK3	CMGC	CDK	CDC2
CDK4	0.20150436666666666	132	KEA3	0.6142857142857143	2	CDK4	CMGC	CDK	CDK4
CDK5	0.0010913333333333333	32	KEA3	0.9114285714285715	1	CDK5	CMGC	CDK	CDK5
CDK6	0.009791666666666667	50	KEA3	0.8571428571428571	1	CDK6	CMGC	CDK	CDK4
CDK7	4.158566666666667e-4	21	KEA3	0.9428571428571428	1	CDK7	CMGC	CDK	CDK7
CDK8	0.51005	195	KEA3	0.4228571428571429	3	CDK8	CMGC	CDK	CDK8
CDK9	0.004317666666666667	39	KEA3	0.8914285714285715	1	CDK9	CMGC	CDK	CDK9
CDKL3	1	261	KEA3	0	4	CDKL3	CMGC	CDKL	NA
CDKL5	0.5000382	162	KEA3	0.5285714285714286	2	CDKL5	CMGC	CDKL	NA
CHEK1	2.2933333333333336e-5	7	KEA3	0.9828571428571429	1	CHEK1	CAMK	CAMKL	CHK1
CHEK2	0.009261	47	KEA3	0.8685714285714285	1	CHEK2	CAMK	RAD53	NA
CHUK	2.3856333333333333e-4	16	KEA3	0.9571428571428572	1	CHUK	OTHER	IKK	NA
CLK1	0.502385	188	KEA3	0.44857142857142857	3	CLK1	CMGC	CLK	NA
CLK2	0.21567999999999998	137	KEA3	0.6	2	CLK2	CMGC	CLK	NA
CLK3	0.5347999999999999	208	KEA3	0.38571428571428573	3	CLK3	CMGC	CLK	NA
CLK4	1	261	KEA3	0	4	CLK4	CMGC	CLK	NA
CSF1R	0.0238	62	KEA3	0.82	1	CSF1R	TK	PDGFR	NA
CSK	0.6687766666666667	251	KEA3	0.26	3	CSK	TK	CSK	NA
CSNK1A1	0.16926666666666668	125	KEA3	0.6342857142857142	2	CSNK1A1	CK1	CK1	CK1-A
CSNK1A1L	1	261	KEA3	0	4	CSNK1A1L	CK1	CK1	CK1-A
CSNK1D	0.1086948	109	KEA3	0.68	2	CSNK1D	CK1	CK1	CK1-D
CSNK1E	0.6736333333333333	256	KEA3	0.24571428571428572	4	CSNK1E	CK1	CK1	CK1-D
CSNK1G1	0.50505	192	KEA3	0.4342857142857143	3	CSNK1G1	CK1	CK1	CK1-G
CSNK1G2	0.52035	201	KEA3	0.4057142857142857	3	CSNK1G2	CK1	CK1	CK1-G
CSNK1G3	1	261	KEA3	0	4	CSNK1G3	CK1	CK1	CK1-G
CSNK2A1	9.358999999999999e-4	29	KEA3	0.92	1	CSNK2A1	CMGC	CK2	NA
CSNK2A2	0.6727666666666666	254	KEA3	0.25142857142857145	3	CSNK2A2	CMGC	CK2	NA
DAPK1	0.047828133333333335	76	KEA3	0.7771428571428571	1	DAPK1	CAMK	DAPK	DAPK
DAPK3	0.0020066666666666666	34	KEA3	0.9057142857142857	1	DAPK3	CAMK	DAPK	DAPK
DCLK1	0.18	127	KEA3	0.6285714285714286	2	DCLK1	CAMK	DCAMKL	NA
DDR1	0.5002045	174	KEA3	0.49142857142857144	3	DDR1	TK	DDR	NA
DDR2	0.00226	35	KEA3	0.9028571428571428	1	DDR2	TK	DDR	NA
DMPK	0.0218	60	KEA3	0.8285714285714286	1	DMPK	AGC	DMPK	GEK
DYRK1A	0.06767866666666666	87	KEA3	0.7428571428571429	2	DYRK1A	CMGC	DYRK	DYRK1
DYRK1B	0.09465366666666666	100	KEA3	0.7057142857142857	2	DYRK1B	CMGC	DYRK	DYRK1
DYRK2	0.145672	121	KEA3	0.6457142857142857	2	DYRK2	CMGC	DYRK	DYRK2
DYRK3	1	261	KEA3	0	4	DYRK3	CMGC	DYRK	DYRK2
DYRK4	0.500055	166	KEA3	0.5142857142857142	2	DYRK4	CMGC	DYRK	DYRK2
EEF2K	0.045045	74	KEA3	0.7828571428571428	1	EEF2K	ATYPICAL	ALPHA	EEF2K
EGFR	0.1193356	114	KEA3	0.6657142857142857	2	EGFR	TK	EGFR	NA
EIF2AK1	1	261	KEA3	0	4	EIF2AK1	OTHER	PEK	HRI
EIF2AK2	0.0010156	31	KEA3	0.9142857142857143	1	EIF2AK2	OTHER	PEK	PKR
EIF2AK3	1	261	KEA3	0	4	EIF2AK3	OTHER	PEK	PEK
EPHA2	1	261	KEA3	0	4	EPHA2	TK	EPH	NA
EPHA3	0.5002435	175	KEA3	0.4857142857142857	3	EPHA3	TK	EPH	NA
EPHA4	1	261	KEA3	0	4	EPHA4	TK	EPH	NA
EPHA8	1	261	KEA3	0	4	EPHA8	TK	EPH	NA
EPHB1	1	261	KEA3	0	4	EPHB1	TK	EPH	NA
EPHB2	1	261	KEA3	0	4	EPHB2	TK	EPH	NA
EPHB3	0.0201	59	KEA3	0.8314285714285714	1	EPHB3	TK	EPH	NA
ERBB2	4.451e-4	22	KEA3	0.94	1	ERBB2	TK	EGFR	NA
ERBB4	0.0316	68	KEA3	0.8	1	ERBB4	TK	EGFR	NA
FASTK	1	261	KEA3	0	4	FASTK	ATYPICAL	FAST	NA
FER	0.03040001745	65	KEA3	0.8085714285714286	1	FER	TK	FER	NA
FES	1	261	KEA3	0	4	FES	TK	FER	NA
FGFR1	0.6741	257	KEA3	0.24285714285714285	4	FGFR1	TK	FGFR	NA
FGFR2	0.50041	179	KEA3	0.4742857142857143	3	FGFR2	TK	FGFR	NA
FGFR3	0.5001835	173	KEA3	0.4942857142857143	3	FGFR3	TK	FGFR	NA
FGFR4	0.500066	167	KEA3	0.5114285714285715	2	FGFR4	TK	FGFR	NA
FGR	0.1290177	116	KEA3	0.66	2	FGR	TK	SRC	SRCA
FLT1	1	261	KEA3	0	4	FLT1	TK	VEGFR	NA
FLT3	0.00976	49	KEA3	0.86	1	FLT3	TK	PDGFR	NA
FLT4	1	261	KEA3	0	4	FLT4	TK	VEGFR	NA
FRK	0.53335	206	KEA3	0.3914285714285714	3	FRK	TK	SRC	FRK
FYN	0.66667	220	KEA3	0.3514285714285714	3	FYN	TK	SRC	SRCA
GRK1	0.0276	63	KEA3	0.8142857142857143	1	GRK1	AGC	GRK	GRK
GRK2	0.031273043333333334	67	KEA3	0.8028571428571428	1	GRK2	AGC	GRK	BARK
GRK3	0.040400000000000005	72	KEA3	0.7885714285714286	1	GRK3	AGC	GRK	BARK
GRK5	0.003751316666666667	37	KEA3	0.8971428571428571	1	GRK5	AGC	GRK	GRK
GRK6	0.34936333333333336	142	KEA3	0.5857142857142857	2	GRK6	AGC	GRK	GRK
GSK3A	0.6666873333333333	229	KEA3	0.32571428571428573	3	GSK3A	CMGC	GSK	NA
GSK3B	1.433e-4	10	KEA3	0.9742857142857143	1	GSK3B	CMGC	GSK	NA
HASPIN	1	261	KEA3	0	4	HASPIN	OTHER	HASPIN	NA
HCK	0.6666688566666666	219	KEA3	0.35428571428571426	3	HCK	TK	SRC	SRCB
HIPK1	0.500054	165	KEA3	0.52	2	HIPK1	CMGC	DYRK	HIPK
HIPK2	0.07090666666666667	89	KEA3	0.7371428571428571	2	HIPK2	CMGC	DYRK	HIPK
HIPK3	1	261	KEA3	0	4	HIPK3	CMGC	DYRK	HIPK
HIPK4	0.50002695	159	KEA3	0.5371428571428571	2	HIPK4	CMGC	DYRK	HIPK
ICK	0.111	110	KEA3	0.6771428571428572	2	CILK1	CMGC	RCK	NA
IGF1R	0.36114666666666667	147	KEA3	0.5714285714285714	2	IGF1R	TK	INSR	NA
IKBKB	0.005938733333333333	42	KEA3	0.8828571428571429	1	IKBKB	OTHER	IKK	NA
IKBKE	0.0576412	80	KEA3	0.7628571428571429	1	IKBKE	OTHER	IKK	NA
ILK	0.6667106666666667	233	KEA3	0.31142857142857144	3	ILK	TKL	MLK	ILK
INSR	0.666944	241	KEA3	0.2885714285714286	3	INSR	TK	INSR	NA
IRAK1	0.50004985	164	KEA3	0.5228571428571429	2	IRAK1	TKL	IRAK	NA
IRAK3	1	261	KEA3	0	4	IRAK3	TKL	IRAK	NA
IRAK4	1	261	KEA3	0	4	IRAK4	TKL	IRAK	NA
ITK	0.6677166666666666	248	KEA3	0.26857142857142857	3	ITK	TK	TEC	NA
JAK1	0.500031	160	KEA3	0.5342857142857143	2	JAK1	TK	JAKA	NA
JAK2	0.6666674433333334	218	KEA3	0.35714285714285715	3	JAK2	TK	JAKA	NA
JAK3	0.6667886666666667	237	KEA3	0.3	3	JAK3	TK	JAKA	NA
KDR	1	261	KEA3	0	4	KDR	TK	VEGFR	NA
KIT	1.71e-4	11	KEA3	0.9714285714285714	1	KIT	TK	PDGFR	NA
KSR1	0.169	124	KEA3	0.6371428571428571	2	KSR1	TKL	RAF	KSR
KSR2	0.104	107	KEA3	0.6857142857142857	2	KSR2	TKL	RAF	KSR
LATS1	1	261	KEA3	0	4	LATS1	AGC	NDR	NA
LATS2	0.031831	69	KEA3	0.7971428571428572	1	LATS2	AGC	NDR	NA
LCK	0.20934296666666666	135	KEA3	0.6057142857142858	2	LCK	TK	SRC	SRCB
LIMK1	1	261	KEA3	0	4	LIMK1	TKL	LISK	LIMK
LIMK2	0.5455	211	KEA3	0.37714285714285717	3	LIMK2	TKL	LISK	LIMK
LRRK2	0.08449999999999999	96	KEA3	0.7171428571428572	2	LRRK2	TKL	LRRK	NA
LYN	0.6668186666666667	240	KEA3	0.2914285714285714	3	LYN	TK	SRC	SRCB
MAK	1	261	KEA3	0	4	MAK	CMGC	RCK	NA
MAP2K1	0.365711	150	KEA3	0.5628571428571428	2	MAP2K1	STE	STE7	MEK1
MAP2K2	0.645	216	KEA3	0.3628571428571429	3	MAP2K2	STE	STE7	MEK1
MAP2K3	0.238	139	KEA3	0.5942857142857143	2	MAP2K3	STE	STE7	MEK3
MAP2K4	0.66724000000000006	245	KEA3	0.27714285714285714	3	MAP2K4	STE	STE7	MEK4
MAP2K6	0.66712	243	KEA3	0.28285714285714286	3	MAP2K6	STE	STE7	MEK3
MAP2K7	0.501065	183	KEA3	0.46285714285714286	3	MAP2K7	STE	STE7	MEK7
MAP3K1	1	261	KEA3	0	4	MAP3K1	STE	STE11	MEKK1
MAP3K10	1	261	KEA3	0	4	MAP3K10	TKL	MLK	MLK
MAP3K11	0.6698066666666667	252	KEA3	0.2571428571428571	3	MAP3K11	TKL	MLK	MLK
MAP3K13	0.576	214	KEA3	0.36857142857142855	3	MAP3K13	TKL	MLK	LZK
MAP3K14	0.6666777666666667	225	KEA3	0.33714285714285713	3	MAP3K14	STE	STE-UNIQUE	NA
MAP3K20	0.00753	44	KEA3	0.8771428571428571	1	MAP3K20	TKL	MLK	ZAK
MAP3K3	1	261	KEA3	0	4	MAP3K3	STE	STE11	MEKK2
MAP3K4	1	261	KEA3	0	4	MAP3K4	STE	STE11	MEKK4
MAP3K5	0.19076666666666667	130	KEA3	0.62	2	MAP3K5	STE	STE11	ASK
MAP3K6	0.195	131	KEA3	0.6171428571428571	2	MAP3K6	STE	STE11	ASK
MAP3K7	0.6681833333333334	249	KEA3	0.26571428571428574	3	MAP3K7	TKL	MLK	TAK1
MAP3K8	0.102415	105	KEA3	0.6914285714285714	2	MAP3K8	STE	STE-UNIQUE	NA
MAP4K1	1	261	KEA3	0	4	MAP4K1	STE	STE20	KHS
MAP4K2	0.50515	193	KEA3	0.43142857142857144	3	MAP4K2	STE	STE20	KHS
MAP4K3	1	261	KEA3	0	4	MAP4K3	STE	STE20	KHS
MAP4K4	1	261	KEA3	0	4	MAP4K4	STE	STE20	MSN
MAP4K5	0.500124	169	KEA3	0.5057142857142857	2	MAP4K5	STE	STE20	KHS
MAPK1	2.1079866666666666e-4	14	KEA3	0.9628571428571429	1	MAPK1	CMGC	MAPK	ERK1
MAPK10	0.3515433333333333	143	KEA3	0.5828571428571429	2	MAPK10	CMGC	MAPK	JNK
MAPK11	0.6666767	223	KEA3	0.34285714285714286	3	MAPK11	CMGC	MAPK	P38
MAPK12	0.6667016666666666	232	KEA3	0.3171428571428571	3	MAPK12	CMGC	MAPK	P38
MAPK13	0.6768	258	KEA3	0.24	4	MAPK13	CMGC	MAPK	P38
MAPK14	6.353333333333333e-4	26	KEA3	0.9285714285714286	1	MAPK14	CMGC	MAPK	P38
MAPK15	0.52205	203	KEA3	0.4	3	MAPK15	CMGC	MAPK	ERK7
MAPK3	0.0018450282	33	KEA3	0.9085714285714286	1	MAPK3	CMGC	MAPK	ERK1
MAPK6	0.51005	195	KEA3	0.4228571428571429	3	MAPK6	CMGC	MAPK	ERK3
MAPK7	0.66715	244	KEA3	0.28	3	MAPK7	CMGC	MAPK	ERK5
MAPK8	0.0078544	45	KEA3	0.8742857142857143	1	MAPK8	CMGC	MAPK	JNK
MAPK9	0.017214966666666668	56	KEA3	0.84	1	MAPK9	CMGC	MAPK	JNK
MAPKAPK2	0.011548666666666667	51	KEA3	0.8542857142857143	1	MAPKAPK2	CAMK	MAPKAPK	MAPKAPK
MAPKAPK3	1	261	KEA3	0	4	MAPKAPK3	CAMK	MAPKAPK	MAPKAPK
MAPKAPK5	0.0227805	61	KEA3	0.8257142857142857	1	MAPKAPK5	CAMK	MAPKAPK	MAPKAPK
MARK2	0.41756666666666664	154	KEA3	0.5514285714285714	2	MARK2	CAMK	CAMKL	MARK
MARK3	0.10476666666666667	108	KEA3	0.6828571428571428	2	MARK3	CAMK	CAMKL	MARK
MARK4	1	261	KEA3	0	4	MARK4	CAMK	CAMKL	MARK
MAST1	1	261	KEA3	0	4	MAST1	AGC	MAST	MAST
MAST2	1	261	KEA3	0	4	MAST2	AGC	MAST	MAST
MATK	0.00443	40	KEA3	0.8885714285714286	1	MATK	TK	CSK	NA
MELK	0.0551	79	KEA3	0.7657142857142857	1	MELK	CAMK	CAMKL	MELK
MERTK	1	261	KEA3	0	4	MERTK	TK	AXL	NA
MET	0.6666758	222	KEA3	0.3457142857142857	3	MET	TK	MET	NA
MKNK1	0.06583333333333334	85	KEA3	0.7485714285714286	2	MKNK1	CAMK	MAPKAPK	MNK
MKNK2	0.54315	210	KEA3	0.38	3	MKNK2	CAMK	MAPKAPK	MNK
MOK	1	261	KEA3	0	4	MOK	CMGC	RCK	NA
MOS	1	261	KEA3	0	4	MOS	OTHER	MOS	NA
MST1R	0.137	119	KEA3	0.6514285714285715	2	MST1R	TK	MET	NA
MTOR	0.36406666666666665	148	KEA3	0.5685714285714286	2	MTOR	ATYPICAL	PIKK	FRAP
MYLK2	0.51185	196	KEA3	0.42	3	MYLK2	CAMK	MLCK	NA
MYO3A	0.0122	52	KEA3	0.8514285714285714	1	MYO3A	STE	STE20	NINAC
NEK10	1	261	KEA3	0	4	NEK10	OTHER	NEK	NEK10
NEK11	0.0396	71	KEA3	0.7914285714285715	1	NEK11	OTHER	NEK	NEK11
NEK2	0.35433366666666666	146	KEA3	0.5742857142857143	2	NEK2	OTHER	NEK	NEK2
NEK3	0.53725	209	KEA3	0.38285714285714284	3	NEK3	OTHER	NEK	NEK1
NEK4	1	261	KEA3	0	4	NEK4	OTHER	NEK	NEK4
NEK6	0.09823666666666667	101	KEA3	0.7028571428571428	2	NEK6	OTHER	NEK	NEK6
NEK8	1	261	KEA3	0	4	NEK8	OTHER	NEK	NEK8
NEK9	0.5002435	175	KEA3	0.4857142857142857	3	NEK9	OTHER	NEK	NEK8
NIM1K	1	261	KEA3	0	4	NIM1K	CAMK	CAMKL	NIM1
NLK	0.6667873333333333	236	KEA3	0.3028571428571429	3	NLK	CMGC	MAPK	NMO
NPR2	0.5003085	177	KEA3	0.48	3	NPR2	RGC	RGC	NA
NRBP2	1	261	KEA3	0	4	NRBP2	OTHER	NRBP	NA
NTRK1	5.6e-4	25	KEA3	0.9314285714285714	1	NTRK1	TK	TRK	NA
NTRK2	7.77e-4	28	KEA3	0.9228571428571428	1	NTRK2	TK	TRK	NA
NTRK3	0.212	136	KEA3	0.6028571428571429	2	NTRK3	TK	TRK	NA
NUAK1	0.05285533333333334	78	KEA3	0.7714285714285715	1	NUAK1	CAMK	CAMKL	NUAK
NUAK2	0.0728	90	KEA3	0.7342857142857143	2	NUAK2	CAMK	CAMKL	NUAK
OXSR1	1	261	KEA3	0	4	OXSR1	STE	STE20	FRAY
PAK1	6.565666666666667e-4	27	KEA3	0.9257142857142857	1	PAK1	STE	STE20	PAKA
PAK2	0.666792	238	KEA3	0.29714285714285715	3	PAK2	STE	STE20	PAKA
PAK3	0.174	126	KEA3	0.6314285714285715	2	PAK3	STE	STE20	PAKA
PAK4	0.004227266666666667	38	KEA3	0.8942857142857142	1	PAK4	STE	STE20	PAKB
PAK5	1	261	KEA3	0	4	PAK5	STE	STE20	PAKB
PAK6	0.5000331	161	KEA3	0.5314285714285715	2	PAK6	STE	STE20	PAKB
PASK	0.0695	88	KEA3	0.74	2	PASK	CAMK	CAMKL	PASK
PBK	0.0662	86	KEA3	0.7457142857142857	2	PBK	OTHER	TOPK	NA
PDGFRA	0.0126	54	KEA3	0.8457142857142858	1	PDGFRA	TK	PDGFR	NA
PDGFRB	0.6728	255	KEA3	0.24857142857142858	4	PDGFRB	TK	PDGFR	NA
PDIK1L	0.0628	84	KEA3	0.7514285714285714	1	PDIK1L	OTHER	NKF4	NA
PDK1	0.5325	205	KEA3	0.3942857142857143	3	PDK1	ATYPICAL	PDHK	PDHK
PDPK1	0.50345	189	KEA3	0.44571428571428573	3	PDPK1	AGC	PDK1	NA
PIK3CA	9.52e-4	30	KEA3	0.9171428571428571	1	PIK3CA	NA	NA	NA
PIK3CB	1	261	KEA3	0	4	PIK3CB	NA	NA	NA
PIK3CG	1	261	KEA3	0	4	PIK3CG	NA	NA	NA
PIK3R4	0.0162	55	KEA3	0.8428571428571429	1	PIK3R4	OTHER	VPS15	NA
PIM1	0.08639292	97	KEA3	0.7142857142857143	2	PIM1	CAMK	PIM	NA
PIM2	0.08395	94	KEA3	0.7228571428571429	2	PIM2	CAMK	PIM	NA
PINK1	1	261	KEA3	0	4	PINK1	OTHER	NKF2	NA
PKMYT1	0.101	102	KEA3	0.7	2	PKMYT1	OTHER	WEE	NA
PKN1	0.6667106666666667	233	KEA3	0.31142857142857144	3	PKN1	AGC	PKN	NA
PLK1	0.033215	70	KEA3	0.7942857142857143	1	PLK1	OTHER	PLK	PLK1
PLK2	1	261	KEA3	0	4	PLK2	OTHER	PLK	PLK2
PLK3	3.9033333333333335e-4	20	KEA3	0.9457142857142857	1	PLK3	OTHER	PLK	PLK2
PLK4	1	261	KEA3	0	4	PLK4	OTHER	PLK	SAK
PNCK	1	261	KEA3	0	4	PNCK	CAMK	CAMK1	NA
PRKAA1	4.436666666666667e-6	3	KEA3	0.9942857142857143	1	PRKAA1	CAMK	CAMKL	AMPK
PRKAA2	0.6666786666666666	226	KEA3	0.3342857142857143	3	PRKAA2	CAMK	CAMKL	AMPK
PRKACA	9.133333334200056e-6	4	KEA3	0.9914285714285714	1	PRKACA	AGC	PKA	NA
PRKACB	1	261	KEA3	0	4	PRKACB	AGC	PKA	NA
PRKCA	2.650001189e-6	2	KEA3	0.9971428571428571	1	PRKCA	AGC	PKC	ALPHA
PRKCB	0.15534130000000002	123	KEA3	0.64	2	PRKCB	AGC	PKC	ALPHA
PRKCD	0.030475666666666668	66	KEA3	0.8057142857142857	1	PRKCD	AGC	PKC	DELTA
PRKCE	0.13446666666666668	118	KEA3	0.6542857142857142	2	PRKCE	AGC	PKC	ETA
PRKCG	0.6666744666666666	221	KEA3	0.3485714285714286	3	PRKCG	AGC	PKC	ALPHA
PRKCH	0.6667406666666666	235	KEA3	0.3057142857142857	3	PRKCH	AGC	PKC	ETA
PRKCI	0.11482666666666667	113	KEA3	0.6685714285714286	2	PRKCI	AGC	PKC	IOTA
PRKCQ	0.11233411	112	KEA3	0.6714285714285714	2	PRKCQ	AGC	PKC	DELTA
PRKCZ	0.203115	133	KEA3	0.6114285714285714	2	PRKCZ	AGC	PKC	IOTA
PRKD1	3.6740000000000004e-4	18	KEA3	0.9514285714285714	1	PRKD1	CAMK	PKD	NA
PRKD2	0.41373333333333334	153	KEA3	0.5542857142857143	2	PRKD2	CAMK	PKD	NA
PRKD3	0.019	58	KEA3	0.8342857142857143	1	PRKD3	CAMK	PKD	NA
PRKDC	0.01256769	53	KEA3	0.8485714285714285	1	PRKDC	ATYPICAL	PIKK	DNAPK
PRKG1	0.009300311666666667	48	KEA3	0.8657142857142858	1	PRKG1	AGC	PKG	NA
PRKG2	0.5003035	176	KEA3	0.4828571428571429	3	PRKG2	AGC	PKG	NA
PRKX	0.00976	49	KEA3	0.86	1	PRKX	AGC	PKA	NA
PRKY	1	261	KEA3	0	4	PRKY	AGC	PKA	NA
PRPF4B	0.50184	187	KEA3	0.4514285714285714	3	PRPF4B	CMGC	DYRK	PRP4
PTK2	0.6672533333333334	246	KEA3	0.2742857142857143	3	PTK2	TK	FAK	NA
PTK2B	0.0451971	75	KEA3	0.78	1	PTK2B	TK	FAK	NA
PTK6	0.3536225	144	KEA3	0.58	2	PTK6	TK	SRC	SRM
PXK	0.5000117	157	KEA3	0.5428571428571428	2	PXK	OTHER	SLOB	NA
RAF1	0.10366666666666667	106	KEA3	0.6885714285714286	2	RAF1	TKL	RAF	RAF
RET	0.666719	234	KEA3	0.30857142857142855	3	RET	TK	RET	NA
RIOK1	1	261	KEA3	0	4	RIOK1	ATYPICAL	RIO	RIO1
RIPK1	0.143	120	KEA3	0.6485714285714286	2	RIPK1	TKL	RIPK	NA
RIPK2	0.5487	212	KEA3	0.3742857142857143	3	RIPK2	TKL	RIPK	NA
RIPK3	0.058710000000000005	82	KEA3	0.7571428571428571	1	RIPK3	TKL	RIPK	NA
ROCK1	0.009190666666666666	46	KEA3	0.8714285714285714	1	ROCK1	AGC	DMPK	ROCK
ROCK2	0.7286666666666667	259	KEA3	0.23714285714285716	4	ROCK2	AGC	DMPK	ROCK
RPS6KA1	7.226666666666667e-5	8	KEA3	0.98	1	RPS6KA1	AGC	RSK	RSK
RPS6KA2	0.500725	182	KEA3	0.4657142857142857	3	RPS6KA2	AGC	RSK	RSK
RPS6KA3	1.0733333333333334e-5	5	KEA3	0.9885714285714285	1	RPS6KA3	AGC	RSK	RSK
RPS6KA4	0.50000163	156	KEA3	0.5457142857142857	2	RPS6KA4	AGC	RSK	MSK
RPS6KA5	0.10160077666666666	104	KEA3	0.6942857142857143	2	RPS6KA5	AGC	RSK	MSK
RPS6KB1	0.018305000000000002	57	KEA3	0.8371428571428572	1	RPS6KB1	AGC	RSK	P70
RPS6KB2	0.66751	247	KEA3	0.2714285714285714	3	RPS6KB2	AGC	RSK	P70
RPS6KL1	1	261	KEA3	0	4	RPS6KL1	AGC	RSKL	NA
SCYL1	1	261	KEA3	0	4	SCYL1	OTHER	SCY1	NA
SCYL2	0.5152	200	KEA3	0.4085714285714286	3	SCYL2	OTHER	SCY1	NA
SCYL3	1	261	KEA3	0	4	SCYL3	OTHER	SCY1	NA
SGK1	0.6683766666666666	250	KEA3	0.26285714285714284	3	SGK1	AGC	SGK	NA
SGK2	0.0908	99	KEA3	0.7085714285714285	2	SGK2	AGC	SGK	NA
SGK3	4.72e-4	23	KEA3	0.9371428571428572	1	SGK3	AGC	SGK	NA
SIK1	0.7315	260	KEA3	0.2342857142857143	4	SIK1	CAMK	CAMKL	QIK
SIK2	1	261	KEA3	0	4	SIK2	CAMK	CAMKL	QIK
SMG1	0.0276	63	KEA3	0.8142857142857143	1	SMG1	ATYPICAL	PIKK	SMG1
