Kinase	Score	Rank	Method	Perc	Qrt	hgnc_symbol	group	KinaseFamily	subfamily
INSR	1.846891900560679	3	KRSA	0.9130434782608695	1	INSRR	TK	INSR	NA
EGFR	-1.5221844888278664	4	KRSA	0.8695652173913043	1	EGFR	TK	EGFR	NA
EGFR	-1.5221844888278664	4	KRSA	0.8695652173913043	1	ERBB2	TK	EGFR	NA
EGFR	-1.5221844888278664	4	KRSA	0.8695652173913043	1	ERBB3	TK	EGFR	NA
EGFR	-1.5221844888278664	4	KRSA	0.8695652173913043	1	ERBB4	TK	EGFR	NA
ALK	-1.2703508320965342	5	KRSA	0.8260869565217391	1	ALK	TK	ALK	NA
ALK	-1.2703508320965342	5	KRSA	0.8260869565217391	1	LTK	TK	ALK	NA
ACK	-1.250328162052072	6	KRSA	0.782608695652174	1	TNK2	TK	ACK	NA
SEV	-1.232125091788006	7	KRSA	0.7391304347826086	2	ROS1	TK	SEV	NA
FRK	1.221977205300275	8	KRSA	0.6956521739130435	2	FRK	TK	SRC	FRK
ABL	1.016874978190368	9	KRSA	0.6521739130434783	2	ABL1	TK	ABL	NA
ABL	1.016874978190368	9	KRSA	0.6521739130434783	2	ABL2	TK	ABL	NA
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	BLK	TK	SRC	SRCB
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	FGR	TK	SRC	SRCA
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	FYN	TK	SRC	SRCA
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	HCK	TK	SRC	SRCB
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	LCK	TK	SRC	SRCB
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	LYN	TK	SRC	SRCB
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	PTK6	TK	SRC	SRM
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	SRC	TK	SRC	SRCA
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	SRMS	TK	SRC	SRM
SRC	0.8813959878359469	10	KRSA	0.6086956521739131	2	YES1	TK	SRC	SRCA
SYK	0.8283771796189568	11	KRSA	0.5652173913043478	2	SYK	TK	SYK	NA
SYK	0.8283771796189568	11	KRSA	0.5652173913043478	2	ZAP70	TK	SYK	NA
JAK	-0.7298763457649414	12	KRSA	0.5217391304347826	2	JAK1	TK	JAKA	NA
JAK	-0.7298763457649414	12	KRSA	0.5217391304347826	2	JAK2	TK	JAKA	NA
JAK	-0.7298763457649414	12	KRSA	0.5217391304347826	2	JAK3	TK	JAKA	NA
JAK	-0.7298763457649414	12	KRSA	0.5217391304347826	2	TYK2	TK	JAKA	NA
TEC	0.6345092339609049	13	KRSA	0.4782608695652174	3	BMX	TK	TEC	NA
TEC	0.6345092339609049	13	KRSA	0.4782608695652174	3	BTK	TK	TEC	NA
TEC	0.6345092339609049	13	KRSA	0.4782608695652174	3	ITK	TK	TEC	NA
TEC	0.6345092339609049	13	KRSA	0.4782608695652174	3	TEC	TK	TEC	NA
TEC	0.6345092339609049	13	KRSA	0.4782608695652174	3	TXK	TK	TEC	NA
CSK	-0.524510040757778	14	KRSA	0.43478260869565216	3	CSK	TK	CSK	NA
CSK	-0.524510040757778	14	KRSA	0.43478260869565216	3	MATK	TK	CSK	NA
FAK	0.5173194716099496	15	KRSA	0.391304347826087	3	PTK2	TK	FAK	NA
FAK	0.5173194716099496	15	KRSA	0.391304347826087	3	PTK2B	TK	FAK	NA
RET	0.4301699640043711	16	KRSA	0.34782608695652173	3	RET	TK	RET	NA
VEGFR	-0.3351771202351327	17	KRSA	0.30434782608695654	3	FLT1	TK	VEGFR	NA
VEGFR	-0.3351771202351327	17	KRSA	0.30434782608695654	3	FLT4	TK	VEGFR	NA
VEGFR	-0.3351771202351327	17	KRSA	0.30434782608695654	3	KDR	TK	VEGFR	NA
FGFR	-0.32238399217624286	18	KRSA	0.2608695652173913	3	FGFR1	TK	FGFR	NA
FGFR	-0.32238399217624286	18	KRSA	0.2608695652173913	3	FGFR2	TK	FGFR	NA
FGFR	-0.32238399217624286	18	KRSA	0.2608695652173913	3	FGFR3	TK	FGFR	NA
FGFR	-0.32238399217624286	18	KRSA	0.2608695652173913	3	FGFR4	TK	FGFR	NA
FER	-0.32114478206439223	19	KRSA	0.21739130434782608	4	FER	TK	FER	NA
FER	-0.32114478206439223	19	KRSA	0.21739130434782608	4	FES	TK	FER	NA
RYK	-0.30244429450061777	20	KRSA	0.17391304347826086	4	RYK	TK	RYK	NA
PDGFR	0.2995611195745573	21	KRSA	0.13043478260869565	4	CSF1R	TK	PDGFR	NA
PDGFR	0.2995611195745573	21	KRSA	0.13043478260869565	4	FLT3	TK	PDGFR	NA
PDGFR	0.2995611195745573	21	KRSA	0.13043478260869565	4	KIT	TK	PDGFR	NA
PDGFR	0.2995611195745573	21	KRSA	0.13043478260869565	4	PDGFRA	TK	PDGFR	NA
PDGFR	0.2995611195745573	21	KRSA	0.13043478260869565	4	PDGFRB	TK	PDGFR	NA
MET	-0.2304299872543633	22	KRSA	0.08695652173913043	4	MET	TK	MET	NA
MET	-0.2304299872543633	22	KRSA	0.08695652173913043	4	MST1R	TK	MET	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHA1	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHA2	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHA3	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHA4	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHA5	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHA7	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHA8	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHB1	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHB2	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHB3	TK	EPH	NA
EPH	-0.16853105331439097	23	KRSA	0.043478260869565216	4	EPHB4	TK	EPH	NA
TRK	-0.02536012693212507	24	KRSA	0	4	NTRK1	TK	TRK	NA
TRK	-0.02536012693212507	24	KRSA	0	4	NTRK2	TK	TRK	NA
TRK	-0.02536012693212507	24	KRSA	0	4	NTRK3	TK	TRK	NA
