Kinase	Score	Rank	Method	Perc	Qrt	hgnc_symbol	group	KinaseFamily	subfamily
ANP[ALPHA]	1.09361032414786	59	UKA	0.3333333333333333	3	NPR1	RGC	RGC	NA
IKK[BETA]	1.08781072403372	60	UKA	0.3218390804597701	3	IKBKB	OTHER	IKK	NA
DAPK3	1.08301995267962	61	UKA	0.3103448275862069	3	DAPK3	CAMK	DAPK	DAPK
MAPKAPK3	1.11552902544042	53	UKA	0.40229885057471265	3	MAPKAPK3	CAMK	MAPKAPK	MAPKAPK
RAF1	1.08026786376347	62	UKA	0.2988505747126437	3	RAF1	TKL	RAF	RAF
P70S6K	1.11043002784069	54	UKA	0.39080459770114945	3	RPS6KB1	AGC	RSK	P70
ADCK3	1.13968147963876	49	UKA	0.4482758620689655	3	COQ8A	ATYPICAL	ABC1	ABC1-A
P38[BETA]	1.06398520820703	63	UKA	0.28735632183908044	3	MAPK11	CMGC	MAPK	P38
TBK1	1.06163874259346	64	UKA	0.27586206896551724	3	TBK1	OTHER	IKK	NA
MTOR/FRAP	1.05816281200242	65	UKA	0.26436781609195403	3	MTOR	ATYPICAL	PIKK	FRAP
CDK3	1.05374527246242	66	UKA	0.25287356321839083	3	CDK3	CMGC	CDK	CDC2
ERK7	1.05354773498693	67	UKA	0.2413793103448276	4	MAPK15	CMGC	MAPK	ERK7
P38[DELTA]	1.030990082945	69	UKA	0.21839080459770116	4	MAPK13	CMGC	MAPK	P38
JNK2	1.01762522000409	70	UKA	0.20689655172413793	4	MAPK9	CMGC	MAPK	JNK
CDK4	1.01648200391356	71	UKA	0.19540229885057472	4	CDK4	CMGC	CDK	CDK4
CDK5	1.01588317584692	72	UKA	0.1839080459770115	4	CDK5	CMGC	CDK	CDK5
CDK6	0.981688017440014	80	UKA	0.09195402298850575	4	CDK6	CMGC	CDK	CDK4
CDKL1	1.04613866782816	68	UKA	0.22988505747126436	4	CDKL1	CMGC	CDKL	NA
CDKL2	1.01144104312138	73	UKA	0.1724137931034483	4	CDKL2	CMGC	CDKL	NA
CDK7	1.00524771015172	74	UKA	0.16091954022988506	4	CDK7	CMGC	CDK	CDK7
CDK9	1.00403546459747	75	UKA	0.14942528735632185	4	CDK9	CMGC	CDK	CDK9
ERK1	1.00271765856569	76	UKA	0.13793103448275862	4	MAPK3	CMGC	MAPK	ERK1
CDC2/CDK1	1.00150063051103	78	UKA	0.11494252873563218	4	CDK1	CMGC	CDK	CDC2
JNK1	1.00135482497151	79	UKA	0.10344827586206896	4	MAPK8	CMGC	MAPK	JNK
JNK3	1.00174388265305	77	UKA	0.12643678160919541	4	MAPK10	CMGC	MAPK	JNK
CDK2	0.894697773149628	83	UKA	0.05747126436781609	4	CDK2	CMGC	CDK	CDC2
MAPK14	0.973505251421748	81	UKA	0.08045977011494253	4	MAPK14	CMGC	MAPK	P38
ERK2	0.906825955692365	82	UKA	0.06896551724137931	4	MAPK1	CMGC	MAPK	ERK1
ERK5	0.57276688444286	87	UKA	0.011494252873563218	4	MAPK7	CMGC	MAPK	ERK5
CDKL5	0.793734413518101	84	UKA	0.04597701149425287	4	CDKL5	CMGC	CDKL	NA
P38[GAMMA]	0.656111273292836	86	UKA	0.022988505747126436	4	MAPK12	CMGC	MAPK	P38
RSKL2	0.562062448803229	88	UKA	0	4	RPS6KL1	AGC	RSKL	NA
PKG	4.303362599277848	1	KRSA	1	1	PRKG1	AGC	PKG	NA
PKG	4.303362599277848	1	KRSA	1	1	PRKG2	AGC	PKG	NA
PKA	3.82108343015769	2	KRSA	0.9875	1	PRKACA	AGC	PKA	NA
PKA	3.82108343015769	2	KRSA	0.9875	1	PRKACB	AGC	PKA	NA
PKA	3.82108343015769	2	KRSA	0.9875	1	PRKACG	AGC	PKA	NA
PKA	3.82108343015769	2	KRSA	0.9875	1	PRKX	AGC	PKA	NA
PKA	3.82108343015769	2	KRSA	0.9875	1	PRKY	AGC	PKA	NA
DYRK	-3.5841619328485206	3	KRSA	0.975	1	DYRK1A	CMGC	DYRK	DYRK1
DYRK	-3.5841619328485206	3	KRSA	0.975	1	DYRK1B	CMGC	DYRK	DYRK1
DYRK	-3.5841619328485206	3	KRSA	0.975	1	DYRK2	CMGC	DYRK	DYRK2
DYRK	-3.5841619328485206	3	KRSA	0.975	1	DYRK3	CMGC	DYRK	DYRK2
DYRK	-3.5841619328485206	3	KRSA	0.975	1	DYRK4	CMGC	DYRK	DYRK2
DYRK	-3.5841619328485206	3	KRSA	0.975	1	HIPK1	CMGC	DYRK	HIPK
DYRK	-3.5841619328485206	3	KRSA	0.975	1	HIPK2	CMGC	DYRK	HIPK
DYRK	-3.5841619328485206	3	KRSA	0.975	1	HIPK3	CMGC	DYRK	HIPK
DYRK	-3.5841619328485206	3	KRSA	0.975	1	HIPK4	CMGC	DYRK	HIPK
DYRK	-3.5841619328485206	3	KRSA	0.975	1	PRPF4B	CMGC	DYRK	PRP4
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KA1	AGC	RSK	RSK
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KA2	AGC	RSK	RSK
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KA3	AGC	RSK	RSK
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KA4	AGC	RSK	MSK
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KA5	AGC	RSK	MSK
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KA6	AGC	RSK	RSK
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KB1	AGC	RSK	P70
RSK	3.447526537216837	4	KRSA	0.9625	1	RPS6KB2	AGC	RSK	P70
ERK	-3.2539761954279354	5	KRSA	0.95	1	MAPK1	CMGC	MAPK	ERK1
ERK	-3.2539761954279354	5	KRSA	0.95	1	MAPK15	CMGC	MAPK	ERK7
ERK	-3.2539761954279354	5	KRSA	0.95	1	MAPK3	CMGC	MAPK	ERK1
ERK	-3.2539761954279354	5	KRSA	0.95	1	MAPK4	CMGC	MAPK	ERK3
ERK	-3.2539761954279354	5	KRSA	0.95	1	MAPK6	CMGC	MAPK	ERK3
ERK	-3.2539761954279354	5	KRSA	0.95	1	MAPK7	CMGC	MAPK	ERK5
DMPK	3.218007907992662	6	KRSA	0.9375	1	CDC42BPA	AGC	DMPK	GEK
DMPK	3.218007907992662	6	KRSA	0.9375	1	CDC42BPB	AGC	DMPK	GEK
DMPK	3.218007907992662	6	KRSA	0.9375	1	CDC42BPG	AGC	DMPK	GEK
DMPK	3.218007907992662	6	KRSA	0.9375	1	CIT	AGC	DMPK	CRIK
DMPK	3.218007907992662	6	KRSA	0.9375	1	DMPK	AGC	DMPK	GEK
DMPK	3.218007907992662	6	KRSA	0.9375	1	ROCK1	AGC	DMPK	ROCK
DMPK	3.218007907992662	6	KRSA	0.9375	1	ROCK2	AGC	DMPK	ROCK
JNK	-3.1080120451085262	7	KRSA	0.925	1	MAPK10	CMGC	MAPK	JNK
JNK	-3.1080120451085262	7	KRSA	0.925	1	MAPK8	CMGC	MAPK	JNK
JNK	-3.1080120451085262	7	KRSA	0.925	1	MAPK9	CMGC	MAPK	JNK
CAMK1	2.7954235731901456	8	KRSA	0.9125	1	CAMK1	CAMK	CAMK1	NA
CAMK1	2.7954235731901456	8	KRSA	0.9125	1	CAMK1D	CAMK	CAMK1	NA
CAMK1	2.7954235731901456	8	KRSA	0.9125	1	CAMK1G	CAMK	CAMK1	NA
CAMK1	2.7954235731901456	8	KRSA	0.9125	1	CAMK4	CAMK	CAMK1	NA
CAMK1	2.7954235731901456	8	KRSA	0.9125	1	PNCK	CAMK	CAMK1	NA
PDK1	-2.789172232588834	9	KRSA	0.9	1	PDK1	ATYPICAL	PDHK	PDHK
PDK1	-2.789172232588834	9	KRSA	0.9	1	PDPK1	AGC	PDK1	NA
AUR	2.6069863118763332	10	KRSA	0.8875	1	AURKA	OTHER	AUR	NA
AUR	2.6069863118763332	10	KRSA	0.8875	1	AURKB	OTHER	AUR	NA
AUR	2.6069863118763332	10	KRSA	0.8875	1	AURKC	OTHER	AUR	NA
AKT	2.5511321087354677	11	KRSA	0.875	1	AKT1	AGC	AKT	NA
AKT	2.5511321087354677	11	KRSA	0.875	1	AKT2	AGC	AKT	NA
AKT	2.5511321087354677	11	KRSA	0.875	1	AKT3	AGC	AKT	NA
PLK	-2.489943607802302	12	KRSA	0.8625	1	PLK1	OTHER	PLK	PLK1
PLK	-2.489943607802302	12	KRSA	0.8625	1	PLK2	OTHER	PLK	PLK2
PLK	-2.489943607802302	12	KRSA	0.8625	1	PLK3	OTHER	PLK	PLK2
PLK	-2.489943607802302	12	KRSA	0.8625	1	PLK4	OTHER	PLK	SAK
PLK	-2.489943607802302	12	KRSA	0.8625	1	PLK5	NA	NA	NA
GSK	-2.4098945875373796	13	KRSA	0.85	1	GSK3A	CMGC	GSK	NA
GSK	-2.4098945875373796	13	KRSA	0.85	1	GSK3B	CMGC	GSK	NA
NMO	-2.388086795744149	14	KRSA	0.8375	1	NLK	CMGC	MAPK	NMO
P38	-2.233247254659193	15	KRSA	0.825	1	MAPK11	CMGC	MAPK	P38
P38	-2.233247254659193	15	KRSA	0.825	1	MAPK12	CMGC	MAPK	P38
P38	-2.233247254659193	15	KRSA	0.825	1	MAPK13	CMGC	MAPK	P38
P38	-2.233247254659193	15	KRSA	0.825	1	MAPK14	CMGC	MAPK	P38
RIPK	2.129965121106971	16	KRSA	0.8125	1	ANKK1	TKL	RIPK	NA
RIPK	2.129965121106971	16	KRSA	0.8125	1	RIPK1	TKL	RIPK	NA
RIPK	2.129965121106971	16	KRSA	0.8125	1	RIPK2	TKL	RIPK	NA
RIPK	2.129965121106971	16	KRSA	0.8125	1	RIPK3	TKL	RIPK	NA
RIPK	2.129965121106971	16	KRSA	0.8125	1	RIPK4	TKL	RIPK	NA
AMPK	2.0757311198589616	17	KRSA	0.8	1	PRKAA1	CAMK	CAMKL	AMPK
AMPK	2.0757311198589616	17	KRSA	0.8	1	PRKAA2	CAMK	CAMKL	AMPK
PKD	2.027377180179718	18	KRSA	0.7875	1	PRKD1	CAMK	PKD	NA
PKD	2.027377180179718	18	KRSA	0.7875	1	PRKD2	CAMK	PKD	NA
PKD	2.027377180179718	18	KRSA	0.7875	1	PRKD3	CAMK	PKD	NA
MLCK	-2.0049050579709187	19	KRSA	0.775	1	MYLK	CAMK	MLCK	NA
MLCK	-2.0049050579709187	19	KRSA	0.775	1	MYLK2	CAMK	MLCK	NA
MLCK	-2.0049050579709187	19	KRSA	0.775	1	TTN	CAMK	MLCK	NA
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK1	CMGC	CDK	CDC2
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK10	CMGC	CDK	CDK10
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK11A	NA	NA	NA
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK11B	NA	NA	NA
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK12	CMGC	CDK	CRK7
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK13	CMGC	CDK	CRK7
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK14	CMGC	CDK	PFTAIRE
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK15	CMGC	CDK	PFTAIRE
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK16	CMGC	CDK	PCTAIRE
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK17	CMGC	CDK	PCTAIRE
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK18	CMGC	CDK	PCTAIRE
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK19	CMGC	CDK	CDK8
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK2	CMGC	CDK	CDC2
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK20	CMGC	CDK	CCRK
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK3	CMGC	CDK	CDC2
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK4	CMGC	CDK	CDK4
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK5	CMGC	CDK	CDK5
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK6	CMGC	CDK	CDK4
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK7	CMGC	CDK	CDK7
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK8	CMGC	CDK	CDK8
CDK	-1.9461478335676343	20	KRSA	0.7625	1	CDK9	CMGC	CDK	CDK9
RAD53	1.9156564421424884	21	KRSA	0.75	1	CHEK2	CAMK	RAD53	NA
PAKA	1.8807810392215445	22	KRSA	0.7375	2	PAK1	STE	STE20	PAKA
PAKA	1.8807810392215445	22	KRSA	0.7375	2	PAK2	STE	STE20	PAKA
PAKA	1.8807810392215445	22	KRSA	0.7375	2	PAK3	STE	STE20	PAKA
ATM	-1.8361974474974427	23	KRSA	0.725	2	ATM	ATYPICAL	PIKK	ATM
IRAK	-1.6849834683576757	24	KRSA	0.7125	2	IRAK1	TKL	IRAK	NA
IRAK	-1.6849834683576757	24	KRSA	0.7125	2	IRAK2	TKL	IRAK	NA
IRAK	-1.6849834683576757	24	KRSA	0.7125	2	IRAK3	TKL	IRAK	NA
IRAK	-1.6849834683576757	24	KRSA	0.7125	2	IRAK4	TKL	IRAK	NA
DAPK	1.6349233852378586	25	KRSA	0.7	2	DAPK1	CAMK	DAPK	DAPK
DAPK	1.6349233852378586	25	KRSA	0.7	2	DAPK2	CAMK	DAPK	DAPK
DAPK	1.6349233852378586	25	KRSA	0.7	2	DAPK3	CAMK	DAPK	DAPK
DAPK	1.6349233852378586	25	KRSA	0.7	2	STK17A	CAMK	DAPK	DRAK
DAPK	1.6349233852378586	25	KRSA	0.7	2	STK17B	CAMK	DAPK	DRAK
PAKB	1.5730682628578	26	KRSA	0.6875	2	PAK4	STE	STE20	PAKB
PAKB	1.5730682628578	26	KRSA	0.6875	2	PAK5	STE	STE20	PAKB
PAKB	1.5730682628578	26	KRSA	0.6875	2	PAK6	STE	STE20	PAKB
BARK2	-1.526783584697032	27	KRSA	0.675	2	GRK3	AGC	GRK	BARK
RAF	-1.5108180195093617	28	KRSA	0.6625	2	ARAF	TKL	RAF	RAF
RAF	-1.5108180195093617	28	KRSA	0.6625	2	BRAF	TKL	RAF	RAF
RAF	-1.5108180195093617	28	KRSA	0.6625	2	KSR1	TKL	RAF	KSR
RAF	-1.5108180195093617	28	KRSA	0.6625	2	KSR2	TKL	RAF	KSR
RAF	-1.5108180195093617	28	KRSA	0.6625	2	RAF1	TKL	RAF	RAF
PHK	1.4506466592092768	29	KRSA	0.65	2	PHKG1	CAMK	PHK	NA
PHK	1.4506466592092768	29	KRSA	0.65	2	PHKG2	CAMK	PHK	NA
STE7	-1.4182858018718472	30	KRSA	0.6375	2	MAP2K1	STE	STE7	MEK1
STE7	-1.4182858018718472	30	KRSA	0.6375	2	MAP2K2	STE	STE7	MEK1
STE7	-1.4182858018718472	30	KRSA	0.6375	2	MAP2K3	STE	STE7	MEK3
STE7	-1.4182858018718472	30	KRSA	0.6375	2	MAP2K4	STE	STE7	MEK4
STE7	-1.4182858018718472	30	KRSA	0.6375	2	MAP2K5	STE	STE7	MEK5
STE7	-1.4182858018718472	30	KRSA	0.6375	2	MAP2K6	STE	STE7	MEK3
STE7	-1.4182858018718472	30	KRSA	0.6375	2	MAP2K7	STE	STE7	MEK7
PKCI	1.372783821661148	31	KRSA	0.625	2	PRKCI	AGC	PKC	IOTA
PKCI	1.372783821661148	31	KRSA	0.625	2	PRKCZ	AGC	PKC	IOTA
PRKDC	-1.359306972840303	32	KRSA	0.6125	2	PRKDC	ATYPICAL	PIKK	DNAPK
FRAY	-1.293635467739919	33	KRSA	0.6	2	OXSR1	STE	STE20	FRAY
FRAY	-1.293635467739919	33	KRSA	0.6	2	STK39	STE	STE20	FRAY
MTOR	-1.26174258712224	34	KRSA	0.5875	2	MTOR	ATYPICAL	PIKK	FRAP
NUAK	-1.2569767851715454	35	KRSA	0.575	2	NUAK1	CAMK	CAMKL	NUAK
NUAK	-1.2569767851715454	35	KRSA	0.575	2	NUAK2	CAMK	CAMKL	NUAK
MST	-1.2474269867638907	36	KRSA	0.5625	2	STK3	STE	STE20	MST
MST	-1.2474269867638907	36	KRSA	0.5625	2	STK4	STE	STE20	MST
TLK	-1.2339591421066287	37	KRSA	0.55	2	TLK1	OTHER	TLK	NA
TLK	-1.2339591421066287	37	KRSA	0.55	2	TLK2	OTHER	TLK	NA
"NAK"	-1.2317610772820973	38	KRSA	0.5375	2	AAK1	OTHER	"NAK"	BIKE
"NAK"	-1.2317610772820973	38	KRSA	0.5375	2	BMP2K	OTHER	"NAK"	BIKE
"NAK"	-1.2317610772820973	38	KRSA	0.5375	2	GAK	OTHER	"NAK"	GAK
"NAK"	-1.2317610772820973	38	KRSA	0.5375	2	STK16	OTHER	"NAK"	MPSK
TTK	-1.2280381915695149	39	KRSA	0.525	2	TTK	OTHER	TTK	NA
PASK	1.2180844854379338	40	KRSA	0.5125	2	PASK	CAMK	CAMKL	PASK
BRSK	1.1760520104769352	41	KRSA	0.5	2	BRSK1	CAMK	CAMKL	BRSK
BRSK	1.1760520104769352	41	KRSA	0.5	2	BRSK2	CAMK	CAMKL	BRSK
TAO	1.1628691697187403	43	KRSA	0.475	3	TAOK1	STE	STE20	TAO
TAO	1.1628691697187403	43	KRSA	0.475	3	TAOK2	STE	STE20	TAO
TAO	1.1628691697187403	43	KRSA	0.475	3	TAOK3	STE	STE20	TAO
KHS	1.142869928046792	44	KRSA	0.4625	3	MAP4K1	STE	STE20	KHS
KHS	1.142869928046792	44	KRSA	0.4625	3	MAP4K2	STE	STE20	KHS
KHS	1.142869928046792	44	KRSA	0.4625	3	MAP4K3	STE	STE20	KHS
KHS	1.142869928046792	44	KRSA	0.4625	3	MAP4K5	STE	STE20	KHS
PDHK	1.0824550157713808	45	KRSA	0.45	3	BCKDK	ATYPICAL	PDHK	BCKDK
PDHK	1.0824550157713808	45	KRSA	0.45	3	PDK2	ATYPICAL	PDHK	PDHK
PDHK	1.0824550157713808	45	KRSA	0.45	3	PDK3	ATYPICAL	PDHK	PDHK
PDHK	1.0824550157713808	45	KRSA	0.45	3	PDK4	ATYPICAL	PDHK	PDHK
CK1	-1.0432485681646675	46	KRSA	0.4375	3	CSNK1A1	CK1	CK1	CK1-A
CK1	-1.0432485681646675	46	KRSA	0.4375	3	CSNK1A1L	CK1	CK1	CK1-A
CK1	-1.0432485681646675	46	KRSA	0.4375	3	CSNK1D	CK1	CK1	CK1-D
CK1	-1.0432485681646675	46	KRSA	0.4375	3	CSNK1E	CK1	CK1	CK1-D
CK1	-1.0432485681646675	46	KRSA	0.4375	3	CSNK1G1	CK1	CK1	CK1-G
CK1	-1.0432485681646675	46	KRSA	0.4375	3	CSNK1G2	CK1	CK1	CK1-G
CK1	-1.0432485681646675	46	KRSA	0.4375	3	CSNK1G3	CK1	CK1	CK1-G
CK1	-1.0432485681646675	46	KRSA	0.4375	3	TTBK1	CK1	TTBK	NA
CK1	-1.0432485681646675	46	KRSA	0.4375	3	TTBK2	CK1	TTBK	NA
CK1	-1.0432485681646675	46	KRSA	0.4375	3	VRK3	CK1	VRK	NA
NIK	-0.8997498395418896	48	KRSA	0.4125	3	MAP3K14	STE	STE-UNIQUE	NA
MOS	-0.8915909770612418	49	KRSA	0.4	3	MOS	OTHER	MOS	NA
BUD32	-0.8852848465830939	50	KRSA	0.3875	3	TP53RK	OTHER	BUD32	NA
CLK	-0.8736627473573138	51	KRSA	0.3625	3	CLK1	CMGC	CLK	NA
CLK	-0.8736627473573138	51	KRSA	0.3625	3	CLK2	CMGC	CLK	NA
CLK	-0.8736627473573138	51	KRSA	0.3625	3	CLK3	CMGC	CLK	NA
CLK	-0.8736627473573138	51	KRSA	0.3625	3	CLK4	CMGC	CLK	NA
ULK	-0.8736627473573138	51	KRSA	0.3625	3	STK36	OTHER	ULK	FUSED
ULK	-0.8736627473573138	51	KRSA	0.3625	3	ULK1	OTHER	ULK	ULK
ULK	-0.8736627473573138	51	KRSA	0.3625	3	ULK2	OTHER	ULK	ULK
ULK	-0.8736627473573138	51	KRSA	0.3625	3	ULK3	OTHER	ULK	ULK
ULK	-0.8736627473573138	51	KRSA	0.3625	3	ULK4	OTHER	ULK	ULK
SLK	-0.8683367848535639	52	KRSA	0.35	3	SLK	STE	STE20	SLK
SLK	-0.8683367848535639	52	KRSA	0.35	3	STK10	STE	STE20	SLK
WNK	-0.8603916063485404	53	KRSA	0.3375	3	WNK1	OTHER	WNK	NA
WNK	-0.8603916063485404	53	KRSA	0.3375	3	WNK2	OTHER	WNK	NA
WNK	-0.8603916063485404	53	KRSA	0.3375	3	WNK3	OTHER	WNK	NA
WNK	-0.8603916063485404	53	KRSA	0.3375	3	WNK4	OTHER	WNK	NA
CAMKK	-0.8551233424108657	54	KRSA	0.325	3	CAMKK1	OTHER	CAMKK	META
CAMKK	-0.8551233424108657	54	KRSA	0.325	3	CAMKK2	OTHER	CAMKK	META
PKCA	0.8017426597969863	55	KRSA	0.3125	3	PRKCA	AGC	PKC	ALPHA
PKCA	0.8017426597969863	55	KRSA	0.3125	3	PRKCB	AGC	PKC	ALPHA
PKCA	0.8017426597969863	55	KRSA	0.3125	3	PRKCG	AGC	PKC	ALPHA
CHK1	0.7935699958187793	56	KRSA	0.3	3	CHEK1	CAMK	CAMKL	CHK1
PIM	0.7898507461527298	57	KRSA	0.2875	3	PIM1	CAMK	PIM	NA
PIM	0.7898507461527298	57	KRSA	0.2875	3	PIM2	CAMK	PIM	NA
